response_id,session_id,prompt_id,tag,response,response_start,response_finish,response_box,truth,version,skip_flag
241,88b1f333-1bdc-4b8b-8f03-1ef0cecdbb91,6,33,"I don't have any problem with tattoos, but some piercings give me pause... my daughter is covered in tattoos so it would be a shame if I didn't appreciate them.",84.251,151.821,response1,TRUE,2,FALSE
242,88b1f333-1bdc-4b8b-8f03-1ef0cecdbb91,1,33,"When I was in Thailand last year, I had the opportunity to climb a small mountain and experience a sunrise once I reached the top.",154.419,227.037,response2,TRUE,2,FALSE
243,88b1f333-1bdc-4b8b-8f03-1ef0cecdbb91,24,33,"A few years ago when I was working at an insurance company, a disgruntled insured came in to reception with a gun.",230.774,289.025,response3,FALSE,2,FALSE
244,cb927631-672d-4417-8542-e7b3766557ca,17,33,"I'm not sure whether or not this is considered a habit, but I'm such a perfectionist!  If I see something that's not quite right, I can't let it go!",8.902,111.858,response1,TRUE,2,FALSE
245,cb927631-672d-4417-8542-e7b3766557ca,9,33,"In the last tv show that I watched, Lyra rode on the back of a polar bear to discover why the aletheometer was telling her to go to a particular place.",113.797,217.413,response2,TRUE,2,FALSE
246,cb927631-672d-4417-8542-e7b3766557ca,21,33,I am a fantastic chef - I can make anything from baked goods to gourmet meals.  I'm especially good at desserts!,254.827,311.159,response3,FALSE,2,FALSE
247,c023703b-90ef-4cf3-996b-cf645f1a40fe,8,34,"Probably Slack. I love it so much. Everything about it is intuitive, it's easy to find things, upload photos, chat, etc.",153.885,220.463,response1,TRUE,2,FALSE
248,c023703b-90ef-4cf3-996b-cf645f1a40fe,14,34,"One summer in my 20s, when I was an au pair in Spain, I rollerbladed down a hill right into a chain. ",225.466,265.013,response2,TRUE,2,FALSE
249,c023703b-90ef-4cf3-996b-cf645f1a40fe,23,34,"This was a creepy house. It smelled like cats, I really think it was haunted, and unfortunately it's the house I grew up in.",266.595,326.122,response3,FALSE,2,FALSE
250,93e7c743-34ba-42b2-83b0-7370a1b71567,10,35,I was sprayed by a skunk and smelled like a skunk for a week.  I had to go to  school smelling like a skink,37.395,99.266,response1,TRUE,2,FALSE
251,93e7c743-34ba-42b2-83b0-7370a1b71567,19,35,When I was driving home from work someone started honking their horn because I was not entering traffic at a right hand merge lane.  Instead I was waiting for a clear lane to merge into,101.606,171.392,response2,TRUE,2,FALSE
252,93e7c743-34ba-42b2-83b0-7370a1b71567,8,35,Twitter.  I follow many people on twitter and use it all the time to keep up to date on sports and entertainment,173.966,262.126,response3,FALSE,2,FALSE
253,51abd7c0-eafe-4e2c-b474-e726bd50796d,1,34,"When visiting LA as a teen, I thought it'd be cool to meet Robert Downey Jr. I met him in an alley at midnight in downtown LA.",5.715,135.409,response1,TRUE,2,FALSE
254,51abd7c0-eafe-4e2c-b474-e726bd50796d,16,34,It was a murder mystery party for my friend's 35th birthday. We had to talk in funny accents people from the 50s. It was hard.,136.725,396.557,response2,TRUE,2,FALSE
255,51abd7c0-eafe-4e2c-b474-e726bd50796d,5,34,I liked geography. I've always cared about the earth and consider myself an environmentalist. It was relevant to topics I wanted to learn more about.,397.82,764.977,response3,FALSE,2,FALSE
256,dee500bc-1a3a-4bbd-a8eb-4010d3ad16fd,23,9,I grew up in Brockville and lived in a white house with green shutters and a green garage door. We had a dog across the street named Alex.,5.333,36.936,response1,TRUE,2,FALSE
257,dee500bc-1a3a-4bbd-a8eb-4010d3ad16fd,21,9,"I saw my family last weekend for my Neice's 4th birthday party, they served pizza so I didn't partake because I don't eat pizza.",38.477,88.968,response2,TRUE,2,FALSE
258,dee500bc-1a3a-4bbd-a8eb-4010d3ad16fd,11,9,"At the end of Life of Pi the author lands his small boat on the shore of an island, the tiger jumps out of the boat and waits for the main character to get out. Then he mauls him to death before running away.",90.378,152.78,response3,FALSE,2,FALSE
259,5aad109b-2622-4c00-85f6-9f5fca675a91,12,36,"one time, my friend took me to the one of the best restaurants on my birthday. That was a big surprise for me.",4.116,130.65,response1,TRUE,2,FALSE
260,5aad109b-2622-4c00-85f6-9f5fca675a91,13,36,"I know, a family was living next door to me. But, I didn't  get chance and time to interact with them. ",133.336,441.458,response2,TRUE,2,FALSE
261,5aad109b-2622-4c00-85f6-9f5fca675a91,8,36,I like snapchat. It is quite famous among people. The benefit of using this app is deleting the messages automatically one you have read it. ,443.428,612.515,response3,FALSE,2,FALSE
262,fb656f9a-68df-47b5-a9c7-1d1fde11d58a,20,37,"I got a UTI last week that turned into a kidney infection. It started off with the typical UTI symptoms but I thought it might go away on its own because it has in the past. But I guess I waited too long because it turned into a kidney infection. I had to call my doctor's office to get an appointment ASAP and thankfully was able to get one for the same day I called. Got some antibiotics, but it turned out to be the wrong antibiotics and I had to go back to get a new prescription. But it's working now!",11.786,214.492,response1,TRUE,2,FALSE
263,fb656f9a-68df-47b5-a9c7-1d1fde11d58a,9,37,"The last tv show I watched was The Voice. They were eliminating contestants. The show started with calling out the safe contestants. There was some singing performances in between. The bottom 3 contestants had to do a ""sing for their life"" thing and only one would be ""instantly saved"" by America.",215.896,366.404,response2,TRUE,2,FALSE
264,fb656f9a-68df-47b5-a9c7-1d1fde11d58a,21,37,"I went home for Thanksgiving and had dinner with my family. This year, no one made a turkey, which made me really sad because I love turkey and feel like it should be the one staple we have for Thanksgiving. My family also actually had alcohol at the dinner, which surprised me because I'm really the only one that drinks alcohol. ",367.426,520.849,response3,FALSE,2,FALSE
265,f16a3d61-ec95-4abc-994d-477b5a2c53aa,2,37,"I flew to Chicago for work a few months ago. I had a stopover in Toronto and had to go through American border security in Toronto. Even though I had over 2 hours between flights, I ended up missing my connection because I got pulled into secondary because they didn't know what a ""UX designer"" is or what an ""innovation workshop"" is.",11.976,107.555,response1,TRUE,2,FALSE
266,f16a3d61-ec95-4abc-994d-477b5a2c53aa,12,37,I had to go out of town for a wedding for a weekend and needed someone to watch my dog. She was nice enough to take Riley to her place and take care of him for the whole weekend.,108.692,2264.292,response2,TRUE,2,FALSE
267,f16a3d61-ec95-4abc-994d-477b5a2c53aa,13,37,I used to live beside a family that had 2 young boys. The oldest boy was around my age and the younger one was like 2-3 years younger. We played together for most of the summer when we were both off. We'd play outside on the front lawn.,2270.746,2401.042,response3,FALSE,2,FALSE
268,f2ad5442-1c68-44b1-902b-e2dc23813512,16,38,"It was a friend's birthday party this past summer; it was held at their house, the weather was wonderful; there was an open bar with a great caterer with tasty food.  Adults and children had a great time and the hosts were very gracious.",30.952,250.493,response1,TRUE,2,FALSE
269,f2ad5442-1c68-44b1-902b-e2dc23813512,1,38,"I went go Greece for a few days after a trip for work; ended up going to one of the many small island called Ydra, but I call it the island of cats as there are so many cats on this island (I found out later that there is even a book published about them!); everything on that island was wonderful, but the cats were such a nice bonus as they are (mostly) wonderful creatures.",254.419,458.518,response2,TRUE,2,FALSE
270,f2ad5442-1c68-44b1-902b-e2dc23813512,15,38,"On weekdays, I usually get up late, skip breakfast; maybe have a coffee and need to run to catch the bus.",460.812,595.395,response3,FALSE,2,FALSE
271,c27c082d-266b-4c59-b6a4-b29e6e8e23d8,20,39,I once came down with the flu on a Saturday morning.  My wife and I were supposed to go over to a friend's house for margaritas and Mexican food that night.  Still bummed about that.,14.787,94.203,response1,TRUE,2,FALSE
272,c27c082d-266b-4c59-b6a4-b29e6e8e23d8,15,39,"I wake up around 6:30 to make my kids' lunches.  Then, wake them up & they watch TV while I shower and get dressed.  The 3 of us have breakfast together and I drop them off at school.",95.742,160.224,response2,TRUE,2,FALSE
273,c27c082d-266b-4c59-b6a4-b29e6e8e23d8,9,39,The last TV show I watched was a Christmas cartoon with my kids.  It was a Scrooge-like story about a grouchy old man who learns the meaning of Christmas.,161.388,258.721,response3,FALSE,2,FALSE
274,3490b6bd-2596-40c2-b711-1166d0e129ab,5,15,In middle school I actually enjoyed art class a lot because it was a chance for me to relax and stretch some creative muscle,9.06,55.484,response1,TRUE,2,FALSE
275,3490b6bd-2596-40c2-b711-1166d0e129ab,14,15,I was biking home from work last year during the summer and on the way a dog chased me down and ran across my front wheel. I flipped over and landed on my back.,56.833,99.314,response2,TRUE,2,FALSE
276,3490b6bd-2596-40c2-b711-1166d0e129ab,22,15,Woodstock was such an epic event. Will never forget. It defined my entire generation. Made so many life long friends there as well.,100.683,143.83,response3,FALSE,2,FALSE
